Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2012-054,Operation Beyond Design Limits,23-04-2012,Toronto,Ontario,Trans-Northern Pipelines Inc.,Closed,43.693367,-79.609444,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Equipment Failure,Standards and Procedures,Operation,,
INC2012-056,Release of Substance,03-05-2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.23904,-66.1031,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-057,Fire,05-05-2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.64991,-122.20723,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"Equipment Failure, Operating Conditions",Maintenance,Operation,,
INC2012-059,Release of Substance,08-05-2012,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.830521,-118.647866,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,External Corrosion ,Maintenance,Maintenance,,
INC2012-060,Release of Substance,09-05-2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.258307,-66.093651,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,"Equipment Failure, Material Defect",Engineering and Planning,Operation,,
INC2012-061,Release of Substance,09-05-2012,Valleyview,Alberta,NOVA Gas Transmission Ltd.,Closed,55.16008,-117.8411,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-062,Fire,14-05-2012,Glenavon,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.18704,-103.17201,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"Incorrect Operation, Operating Conditions","Individual Factors, Leadership and Communication, Standards and Procedures",Operation,,
INC2012-063,Release of Substance,14-05-2012,Matheson,Ontario,TransCanada PipeLines Limited,Closed,48.41782,-80.33662,Yes,No,No,No,200,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-064,Release of Substance,15-05-2012,Medicine Hat,Alberta,NOVA Gas Transmission Ltd.,Closed,50.08985,-110.72397,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-065,Release of Substance,16-05-2012,Mattice,Ontario,TransCanada PipeLines Limited,Closed,49.58892,-83.16656,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,"Engineering and Planning, Maintenance",Operation,,
INC2012-067,Fire,28-05-2012,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34678,-116.87308,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Maintenance,Operation,,
INC2012-068,Release of Substance,30-05-2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36666,-119.75241,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,"Maintenance, Standards and Procedures",Operation,,
INC2012-069,Operation Beyond Design Limits,31-05-2012,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96051,-116.46002,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Maintenance,Operation,,
INC2012-070,Serious Injury (NEB or TSB),06-06-2012,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.81403,-120.86935,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,"Individual Factors, Leadership and Communication",Construction,,
INC2012-071,Fire,08-06-2012,Oshawa,Ontario,TransCanada PipeLines Limited,Closed,43.95786,-78.60959,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"Equipment Failure, Operating Conditions","Individual Factors, Maintenance",Operation,,
INC2012-072,Fire,08-06-2012,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.65396,-111.26847,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Maintenance,Construction,,
INC2012-073,Release of Substance,13-06-2012,Nipigon,Ontario,TransCanada PipeLines Limited,Closed,49.29567,-88.10151,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-074,Release of Substance,15-06-2012,Port Elgin,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.98763,-64.14375,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-075,Release of Substance,15-06-2012,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.98763,-64.14375,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-079,Release of Substance,27-06-2012,New Harbour,Nova Scotia,ExxonMobil Canada Properties,Closed,45.17195,-61.61551,Yes,No,No,No,Not Provided,Condensate,Low Vapour Pressure Product,Liquid,2012,Operating Conditions,Maintenance,Operation,,
INC2012-080,Explosion,28-06-2012,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.46368,-112.84413,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-081,"Fire, Release of Substance",29-06-2012,Wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.06925,-121.63939,No,No,Yes,Yes,955000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,"Engineering and Planning, Maintenance, Standards and Procedures",Operation,,
INC2012-082,Release of Substance,29-06-2012,Charlie Lake,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.27789,-120.97802,No,No,Yes,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-083,Explosion,04-07-2012,Paddle Prairie,Alberta,TransCanada PipeLines Limited,Closed,57.87538,-118.41276,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-084,Explosion,04-07-2012,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34676,-116.87305,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-086,Release of Substance,11-07-2012,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83015,-118.64728,Yes,No,No,No,5,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Maintenance,Maintenance,,
INC2012-088,Fire,02-02-2012,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Closed,52.50498,-115.48418,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Individual Factors,Maintenance,,
INC2012-089,"Release of Substance, Adverse Environmental Effects",14-07-2012,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14632,-120.66908,No,No,No,No,Not Provided,Sulphur Dioxide,Miscellaneous,Miscellaneous,2012,External Corrosion ,Engineering and Planning,Maintenance,,
INC2012-090,Explosion,16-07-2012,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36127,-119.75155,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-091,Release of Substance,18-07-2012,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Closed,50.28593,-102.95152,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-092,Release of Substance,16-07-2012,Edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Closed,47.35983,-68.32515,Yes,No,No,No,10,Pulp slurry,Miscellaneous,Miscellaneous,2012,To be determined,To be determined,Operation,,
INC2012-093,Explosion,26-07-2012,Lodgepole,Alberta,NOVA Gas Transmission Ltd.,Closed,53.03778,-115.27248,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-095,Explosion,27-07-2012,Regina,Saskatchewan,TransCanada PipeLines Limited,Closed,50.40093,-104.77915,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",Operation,,
INC2012-097,Fire,31-07-2012,Ignace,Ontario,TransCanada PipeLines Limited,Closed,49.48156,-91.95934,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Maintenance,Operation,,
INC2012-098,Release of Substance,01-08-2012,Douglastown,Ontario,TransCanada PipeLines Limited,Closed,43.00477,-79.05065,Yes,No,No,No,100,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-099,Release of Substance,03-08-2012,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.27916,-66.09058,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,"Equipment Failure, Material Defect",Maintenance,Operation,,
INC2012-100,Release of Substance,07-08-2012,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.88692,-66.5514,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Standards and Procedures,Maintenance,,
INC2012-101,Fire,09-08-2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.86562,-109.02627,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Tools and Equipment,Operation,,
INC2012-106,Fire,16-08-2012,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.48217,-119.92404,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Standards and Procedures,Construction,,
INC2012-107,Release of Substance,20-08-2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.23904,-66.1032,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Maintenance,Operation,,
INC2012-109,Release of Substance,21-08-2012,Jellicoe,Ontario,TransCanada PipeLines Limited,Closed,49.69204,-87.24486,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Maintenance,Operation,,
INC2012-110,Fire,21-08-2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.58466,-107.91601,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Maintenance,Operation,,
INC2012-111,Release of Substance,22-08-2012,Airdrie,Alberta,TransCanada PipeLines Limited,Closed,51.40776,-113.65548,Yes,No,No,No,34.9,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Engineering and Planning,Operation,,
INC2012-112,Fire,23-08-2012,Cabri,Saskatchewan,TransCanada PipeLines Limited,Closed,50.5882,-108.45721,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Maintenance,Operation,,
INC2012-113,Release of Substance,24-08-2012,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65325,-122.68505,No,No,No,No,Not Provided,Mixed HVP Hydrocarbons,High Vapour Pressure Product,Gas,2012,Internal Corrosion,Maintenance,Operation,,
INC2012-114,Release of Substance,25-08-2012,Ignace,Ontario,TransCanada PipeLines Limited,Closed,49.48139,-91.95966,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Engineering and Planning,Maintenance,,
INC2012-115,Release of Substance,27-08-2012,Elmworth,Alberta,Burlington Resources Canada (Hunter) Ltd.,Closed,55.09204,-119.85311,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Engineering and Planning,Operation,,
INC2012-116,Release of Substance,29-08-2012,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.087816,-64.778231,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Standards and Procedures,Operation,,
INC2012-118,Fire,07-09-2012,Glenboro,Manitoba,Enbridge Pipelines Inc.,Closed,49.544121,-99.314964,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"Equipment Failure, Incorrect Operation",Maintenance,Construction,,
INC2012-119,Fire,07-09-2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.454722,-104.606667,No,No,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Individual Factors,Operation,,
INC2012-120,Release of Substance,10-09-2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56913,-121.94465,No,No,No,No,Not Provided,Hydrogen Sulphide,Miscellaneous,Miscellaneous,2012,Material Defect,Maintenance,Operation,,
INC2012-121,Release of Substance,10-09-2012,Musquash,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.19227,-66.40471,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-122,Fire,12-09-2012,Caronport,Saskatchewan,TransCanada Keystone Pipeline GP Ltd.,Closed,50.48071,-105.86698,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Equipment Failure,Maintenance,Operation,,
INC2012-123,Release of Substance,17-09-2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.239404,-66.102907,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-124,Release of Substance,18-09-2012,Shaunavon,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Closed,49.98,-109.12,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Individual Factors,Operation,,
INC2012-125,Release of Substance,18-09-2012,Sarnia,Ontario,Enbridge Pipelines Inc.,Closed,42.95262,-82.37435,Yes,No,No,No,0.001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,"Incorrect Operation, Operating Conditions","Engineering and Planning, Standards and Procedures",Operation,,
INC2012-127,Release of Substance,21-09-2012,Flume Ridge,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.461,-66.99757,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-128,"Explosion, Fire",21-09-2012,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,52.93315,-114.88072,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Material Defect,"Maintenance, Standards and Procedures",operation,,
INC2012-130,Operation Beyond Design Limits,26-09-2012,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.29348,-111.09216,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Equipment Failure,Standards and Procedures,Construction,,
INC2012-131,Release of Substance,27-09-2012,Rapid City,Manitoba,TransCanada PipeLines Limited,Closed,50.0747,-100.00049,Yes,No,No,No,10,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,"Equipment Failure, Material Defect","Maintenance, Standards and Procedures",Operation,,
INC2012-132,Fire,27-09-2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.86536,-109.02607,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Engineering and Planning,Operation,,
INC2012-133,Release of Substance,28-09-2012,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.806186,-66.593942,Yes,No,No,No,5.7,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-134,Operation Beyond Design Limits,28-09-2012,Hinton,Alberta,NOVA Gas Transmission Ltd.,Closed,53.65218,-116.09968,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference, Incorrect Operation",Leadership and Communication,Operation,,
INC2012-135,Fire,30-09-2012,Vaughan,Ontario,TransCanada PipeLines Limited,Closed,43.87374,-79.57984,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Standards and Procedures,Construction,,
INC2012-137,Release of Substance,02-10-2012,Rapid City,Manitoba,TransCanada PipeLines Limited,Closed,50.07455,-100.00074,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Maintenance,,
INC2012-138,Release of Substance,02-10-2012,Carberry,Manitoba,TransCanada PipeLines Limited,Closed,50.024295,-99.454233,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Engineering and Planning,Operation,,
INC2012-139,Operation Beyond Design Limits,03-10-2012,Hines Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,56.55718,-119.02232,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Individual Factors,Operation,,
INC2012-140,Release of Substance,04-10-2012,Rosemary,Alberta,NOVA Gas Transmission Ltd.,Closed,50.74405,-112.06708,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,External Corrosion ,Maintenance,Operation,,
INC2012-141,Release of Substance,04-10-2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.48045,-104.57805,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,"Equipment Failure, Operating Conditions","Maintenance, Standards and Procedures",Maintenance,,
INC2012-142,Fire,05-10-2012,Caroline,Alberta,NOVA Gas Transmission Ltd.,Closed,52.06411,-114.91249,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Incorrect Operation,Individual Factors,Operation,,
INC2012-144,Release of Substance,09-10-2012,Kenora,Ontario,TransCanada PipeLines Limited,Closed,49.72752728,-95.125515,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Engineering and Planning,Maintenance,,
